record_id,product_id,product_name,category,store_id,region,supplier_id,transaction_date,expiration_date,shelf_life_days,days_remaining_at_purchase,storage_temp,temp_deviation,base_price,cost_price,initial_quantity,spoilage_sensitivity,day_of_week,is_weekend,month,daily_demand,demand_variability,temp_abuse_events,distribution_hours,handling_score,packaging_score,spoilage_risk,was_spoiled,quality_grade,days_until_expiry,markdown_applied,discount_pct,selling_price,units_sold,units_wasted,waste_pct,revenue,waste_cost,profit,profit_margin_pct,supplier_score,is_promoted
71,PRO_BAN_222,Bananas,Produce,STORE_014,Northeast,SUPPLIER_16,2024-07-02,2024-07-10,8.0,8.0,8.7,0.7,2.94,1.7,399.0,0.6,1.0,0.0,7.0,81.0,0.14,0.0,35.8,7.0,6.0,0.193,0.0,B,7.0,0.0,0.0,2.94,399.0,0.0,0.0,1173.06,0.0,494.76,42.2,10.0,0.0
72,PHA_EYE_389,Eye Drops,Pharmaceuticals,STORE_015,Southeast,SUPPLIER_12,2023-04-13,2023-10-21,228.0,191.0,8.1,3.1,102.03,41.25,283.0,0.85,3.0,0.0,4.0,1.0,0.46,1.0,49.5,7.0,10.0,0.188,1.0,A,189.0,0.0,0.0,102.03,198.0,85.0,30.0,20201.94,3506.25,8528.19,42.2,6.0,0.0
73,SEA_TUN_146,Tuna,Seafood,STORE_045,Southwest,SUPPLIER_05,2023-02-25,2023-03-02,6.0,5.0,-0.1,0.1,31.6,19.78,62.0,0.95,5.0,1.0,2.0,19.0,0.39,0.0,14.6,7.0,9.0,0.136,0.0,A,4.0,0.0,0.0,31.6,62.0,0.0,0.0,1959.2,0.0,732.84,37.4,10.0,1.0
74,DAI_CRE_391,Cream,Dairy,STORE_022,West,SUPPLIER_06,2024-04-25,2024-05-12,20.0,17.0,7.1,3.1,11.65,5.54,451.0,0.7,3.0,0.0,4.0,36.0,0.42,4.0,45.1,9.0,8.0,0.19,1.0,A,17.0,0.0,0.0,11.65,315.0,136.0,30.2,3669.75,753.44,1171.21,31.9,8.0,1.0
75,BEV_FRE_941,Fresh Juice,Beverages,STORE_005,Southeast,SUPPLIER_19,2023-03-08,2023-03-24,19.0,16.0,-0.2,5.2,7.04,2.93,86.0,0.4,2.0,0.0,3.0,6.0,0.33,2.0,65.1,8.0,10.0,0.166,0.0,A,14.0,0.0,0.0,7.04,86.0,0.0,0.0,605.44,0.0,353.46,58.4,10.0,0.0
76,REA_SUS_187,Sushi,Ready_to_Eat,STORE_039,Northeast,SUPPLIER_20,2023-09-12,2023-09-12,1.0,0.0,5.6,1.6,15.28,7.15,277.0,0.9,1.0,0.0,9.0,360.0,0.36,0.0,71.9,5.0,5.0,0.414,1.0,C,0.0,1.0,0.72,4.28,193.0,84.0,30.3,826.04,600.6,-1154.51,-139.8,9.0,0.0
77,FRO_FRO_553,Frozen Dinners,Frozen_Meals,STORE_020,West,SUPPLIER_19,2023-11-01,2024-09-03,361.0,307.0,-19.8,0.2,13.94,8.13,388.0,0.3,2.0,0.0,11.0,0.0,0.48,0.0,10.3,5.0,5.0,0.215,0.0,C,306.0,1.0,0.25,10.46,0.0,388.0,100.0,0.0,3154.44,-3154.44,0.0,10.0,0.0
78,MEA_SAU_312,Sausages,Meat,STORE_043,Midwest,SUPPLIER_03,2024-10-02,2024-10-07,6.0,5.0,0.4,0.6,8.14,3.68,48.0,0.9,2.0,0.0,10.0,12.0,0.46,0.0,28.3,5.0,9.0,0.173,0.0,B,3.0,0.0,0.0,8.14,42.0,6.0,12.5,341.88,22.08,165.24,48.3,9.0,1.0
79,SEA_SAL_518,Salmon,Seafood,STORE_031,Midwest,SUPPLIER_10,2024-04-06,2024-04-11,7.0,5.0,0.2,0.2,9.21,4.48,154.0,0.95,5.0,1.0,4.0,57.0,0.17,0.0,46.7,7.0,8.0,0.197,0.0,B,4.0,0.0,0.0,9.21,154.0,0.0,0.0,1418.34,0.0,728.42,51.4,8.0,0.0
80,BEV_FRE_803,Fresh Juice,Beverages,STORE_038,Southwest,SUPPLIER_07,2023-08-28,2023-09-07,15.0,10.0,1.0,4.0,5.4,3.04,341.0,0.4,0.0,0.0,8.0,60.0,0.22,5.0,15.1,6.0,5.0,0.252,1.0,C,8.0,1.0,0.25,4.05,238.0,103.0,30.2,963.9,313.12,-72.74,-7.5,9.0,0.0
81,SEA_TUN_946,Tuna,Seafood,STORE_011,Southwest,SUPPLIER_10,2023-05-26,2023-05-28,2.0,2.0,-0.4,0.4,30.02,19.43,481.0,0.95,4.0,0.0,5.0,394.0,0.1,0.0,24.9,6.0,10.0,0.115,0.0,A,1.0,0.0,0.0,30.02,360.0,121.0,25.2,10807.2,2351.03,1461.37,13.5,8.0,0.0
82,BAK_MUF_227,Muffins,Bakery,STORE_045,Southwest,SUPPLIER_13,2024-04-24,2024-04-30,7.0,6.0,20.7,0.7,14.25,7.84,262.0,0.5,2.0,0.0,4.0,54.0,0.24,2.0,12.7,5.0,8.0,0.167,0.0,B,5.0,0.0,0.0,14.25,194.0,68.0,26.0,2764.5,533.12,710.42,25.7,10.0,0.0
83,BEV_FRE_712,Fresh Juice,Beverages,STORE_021,Southeast,SUPPLIER_20,2023-02-10,2023-02-25,20.0,15.0,8.0,3.0,4.0,1.71,355.0,0.4,4.0,0.0,2.0,16.0,0.18,2.0,17.5,6.0,7.0,0.201,0.0,B,13.0,0.0,0.0,4.0,155.0,200.0,56.3,620.0,342.0,12.95,2.1,9.0,0.0
84,REA_SOU_121,Soups,Ready_to_Eat,STORE_049,Northeast,SUPPLIER_06,2024-11-19,2024-11-22,3.0,3.0,3.0,1.0,11.12,6.62,479.0,0.9,1.0,0.0,11.0,221.0,0.35,0.0,28.2,6.0,5.0,0.228,0.0,C,0.0,1.0,0.63,4.11,479.0,0.0,0.0,1968.69,0.0,-1202.29,-61.1,8.0,0.0
85,BAK_PAS_699,Pastries,Bakery,STORE_006,Southeast,SUPPLIER_16,2024-03-22,2024-03-28,7.0,6.0,18.4,1.6,6.52,3.26,353.0,0.5,4.0,0.0,3.0,70.0,0.32,3.0,46.6,8.0,9.0,0.149,1.0,A,4.0,0.0,0.0,6.52,247.0,106.0,30.0,1610.44,345.56,459.66,28.5,10.0,0.0
86,MEA_SAU_264,Sausages,Meat,STORE_019,Northeast,SUPPLIER_13,2023-12-04,2023-12-10,9.0,6.0,-0.0,1.0,21.27,12.02,242.0,0.9,0.0,0.0,12.0,41.0,0.3,0.0,47.4,6.0,5.0,0.286,0.0,C,3.0,1.0,0.2,17.02,129.0,113.0,46.7,2195.58,1358.26,-713.26,-32.5,10.0,0.0
87,MEA_POR_358,Pork,Meat,STORE_033,Southeast,SUPPLIER_01,2023-11-28,2023-12-01,4.0,3.0,2.8,1.8,18.15,10.21,221.0,0.9,1.0,0.0,11.0,84.0,0.24,3.0,30.7,6.0,10.0,0.177,0.0,A,1.0,1.0,0.25,13.61,156.0,65.0,29.4,2123.16,663.65,-133.25,-6.3,7.0,0.0
88,DAI_CHE_630,Cheese,Dairy,STORE_041,Midwest,SUPPLIER_15,2024-01-06,2024-01-23,24.0,17.0,4.7,0.7,9.6,4.43,291.0,0.7,5.0,1.0,1.0,23.0,0.18,1.0,21.0,8.0,10.0,0.125,1.0,A,15.0,0.0,0.0,9.6,203.0,88.0,30.2,1948.8,389.84,659.67,33.9,6.0,0.0
89,SEA_TUN_548,Tuna,Seafood,STORE_002,Northeast,SUPPLIER_20,2024-12-16,2024-12-21,5.0,5.0,-1.1,1.1,37.57,23.03,169.0,0.95,0.0,0.0,12.0,57.0,0.4,0.0,33.1,10.0,5.0,0.194,0.0,B,2.0,1.0,0.26,27.8,127.0,42.0,24.9,3530.6,967.26,-361.47,-10.2,9.0,1.0
90,PHA_INS_665,Insulin,Pharmaceuticals,STORE_008,West,SUPPLIER_15,2024-02-22,2024-06-12,125.0,111.0,6.0,1.0,474.32,281.89,88.0,0.85,3.0,0.0,2.0,1.0,0.46,1.0,42.7,10.0,9.0,0.131,0.0,A,109.0,0.0,0.0,474.32,88.0,0.0,0.0,41740.16,0.0,16933.84,40.6,6.0,0.0
91,BEV_KOM_621,Kombucha,Beverages,STORE_031,Midwest,SUPPLIER_16,2024-12-23,2025-01-04,15.0,12.0,5.2,0.2,3.95,2.23,206.0,0.4,0.0,0.0,12.0,10.0,0.34,0.0,44.9,8.0,7.0,0.175,0.0,B,10.0,0.0,0.0,3.95,108.0,98.0,47.6,426.6,218.54,-32.78,-7.7,10.0,0.0
92,PRO_BER_620,Berries,Produce,STORE_050,West,SUPPLIER_14,2023-05-20,2023-05-24,5.0,4.0,9.9,1.9,3.38,2.15,146.0,0.6,5.0,1.0,5.0,70.0,0.32,1.0,50.3,8.0,7.0,0.206,1.0,B,4.0,0.0,0.0,3.38,102.0,44.0,30.1,344.76,94.6,30.86,9.0,6.0,0.0
93,DAI_YOG_843,Yogurt,Dairy,STORE_010,West,SUPPLIER_15,2023-11-02,2023-11-18,23.0,16.0,2.6,1.4,7.39,3.72,292.0,0.7,3.0,0.0,11.0,15.0,0.41,0.0,16.1,9.0,6.0,0.203,0.0,B,14.0,0.0,0.0,7.39,160.0,132.0,45.2,1182.4,491.04,96.16,8.1,6.0,0.0
94,PHA_PRO_566,Probiotics,Pharmaceuticals,STORE_037,Northeast,SUPPLIER_13,2023-11-26,2024-06-06,223.0,193.0,4.3,0.7,128.28,81.16,32.0,0.85,6.0,1.0,11.0,3.0,0.5,0.0,43.2,8.0,10.0,0.129,0.0,A,191.0,0.0,0.0,128.28,32.0,0.0,0.0,4104.96,0.0,1507.84,36.7,10.0,1.0
95,DEL_DIP_584,Dips,Deli,STORE_043,Midwest,SUPPLIER_05,2024-12-23,2024-12-29,9.0,6.0,3.2,0.8,10.93,4.49,267.0,0.75,0.0,0.0,12.0,55.0,0.31,0.0,52.1,9.0,8.0,0.186,1.0,A,3.0,1.0,0.16,9.18,160.0,107.0,40.1,1468.8,480.43,269.97,18.4,10.0,0.0
96,REA_SUS_990,Sushi,Ready_to_Eat,STORE_034,Southeast,SUPPLIER_15,2023-04-13,2023-04-17,4.0,4.0,1.1,2.9,5.2,2.3,455.0,0.9,3.0,0.0,4.0,218.0,0.28,1.0,11.2,8.0,5.0,0.23,1.0,B,3.0,0.0,0.0,5.2,318.0,137.0,30.1,1653.6,315.1,607.1,36.7,6.0,0.0
97,SEA_SAL_580,Salmon,Seafood,STORE_042,West,SUPPLIER_03,2023-09-29,2023-10-02,4.0,3.0,0.6,0.6,39.52,25.91,449.0,0.95,4.0,0.0,9.0,160.0,0.13,0.0,64.2,7.0,6.0,0.252,0.0,B,3.0,0.0,0.0,39.52,340.0,109.0,24.3,13436.8,2824.19,1803.21,13.4,9.0,0.0
98,PHA_PRO_424,Probiotics,Pharmaceuticals,STORE_003,Midwest,SUPPLIER_20,2024-10-03,2025-10-29,529.0,391.0,5.5,0.5,48.18,28.39,481.0,0.85,3.0,0.0,10.0,1.0,0.35,0.0,38.1,7.0,6.0,0.228,1.0,B,390.0,0.0,0.0,48.18,336.0,145.0,30.1,16188.48,4116.55,2532.89,15.6,9.0,1.0
99,BAK_PAS_864,Pastries,Bakery,STORE_049,Northeast,SUPPLIER_04,2023-04-03,2023-04-08,5.0,5.0,20.0,0.0,7.77,4.73,472.0,0.5,0.0,0.0,4.0,127.0,0.17,0.0,58.6,8.0,6.0,0.191,0.0,B,3.0,0.0,0.0,7.77,422.0,50.0,10.6,3278.94,236.5,1046.38,31.9,9.0,0.0
100,DAI_MIL_432,Milk,Dairy,STORE_024,Southeast,SUPPLIER_14,2023-02-27,2023-03-11,14.0,12.0,3.5,0.5,3.46,1.94,299.0,0.7,0.0,0.0,2.0,41.0,0.26,0.0,71.0,5.0,10.0,0.171,0.0,B,9.0,0.0,0.0,3.46,299.0,0.0,0.0,1034.54,0.0,454.48,43.9,6.0,0.0
101,SEA_SHR_279,Shrimp,Seafood,STORE_040,Midwest,SUPPLIER_08,2023-03-22,2023-03-27,6.0,5.0,-2.8,2.8,26.41,15.18,128.0,0.95,2.0,0.0,3.0,27.0,0.38,1.0,31.4,6.0,10.0,0.189,0.0,A,3.0,0.0,0.0,26.41,99.0,29.0,22.7,2614.59,440.22,671.55,25.7,9.0,0.0
102,BEV_KOM_570,Kombucha,Beverages,STORE_030,Southwest,SUPPLIER_10,2023-09-19,2023-10-17,28.0,28.0,4.2,0.8,7.42,3.32,236.0,0.4,1.0,0.0,9.0,9.0,0.48,1.0,66.1,5.0,6.0,0.232,0.0,C,26.0,1.0,0.16,6.23,236.0,0.0,0.0,1470.28,0.0,686.76,46.7,8.0,0.0
103,DEL_HUM_406,Hummus,Deli,STORE_030,Southwest,SUPPLIER_10,2024-10-16,2024-10-23,9.0,7.0,3.3,0.7,6.79,3.5,257.0,0.75,2.0,0.0,10.0,36.0,0.46,0.0,63.1,9.0,5.0,0.239,0.0,B,6.0,0.0,0.0,6.79,164.0,93.0,36.2,1113.56,325.5,214.06,19.2,8.0,0.0
104,MEA_CHI_490,Chicken,Meat,STORE_019,Northeast,SUPPLIER_10,2024-08-08,2024-08-14,8.0,6.0,-0.6,1.6,5.44,3.53,212.0,0.9,3.0,0.0,8.0,32.0,0.45,0.0,63.2,10.0,9.0,0.176,0.0,A,3.0,1.0,0.12,4.79,122.0,90.0,42.5,584.38,317.7,-163.98,-28.1,8.0,0.0
105,BAK_BRE_679,Bread,Bakery,STORE_039,Northeast,SUPPLIER_16,2024-12-03,2024-12-10,7.0,7.0,19.7,0.3,12.83,8.61,407.0,0.5,1.0,0.0,12.0,94.0,0.29,1.0,57.9,8.0,10.0,0.113,0.0,A,5.0,0.0,0.0,12.83,385.0,22.0,5.4,4939.55,189.42,1435.28,29.1,10.0,0.0
106,PRO_BER_921,Berries,Produce,STORE_040,Midwest,SUPPLIER_09,2023-12-27,2024-01-05,10.0,9.0,8.8,0.8,5.74,3.54,347.0,0.6,2.0,0.0,12.0,45.0,0.39,0.0,47.4,6.0,8.0,0.182,0.0,B,8.0,0.0,0.0,5.74,347.0,0.0,0.0,1991.78,0.0,763.4,38.3,8.0,0.0
107,SEA_LOB_199,Lobster,Seafood,STORE_020,West,SUPPLIER_15,2024-10-04,2024-10-11,7.0,7.0,3.8,3.8,9.23,4.7,77.0,0.95,4.0,0.0,10.0,13.0,0.28,3.0,59.4,6.0,8.0,0.243,0.0,B,7.0,0.0,0.0,9.23,77.0,0.0,0.0,710.71,0.0,348.81,49.1,6.0,0.0
108,MEA_POR_434,Pork,Meat,STORE_009,Northeast,SUPPLIER_18,2024-03-01,2024-03-06,5.0,5.0,1.3,0.3,22.53,11.48,266.0,0.9,4.0,0.0,3.0,72.0,0.4,0.0,40.1,6.0,7.0,0.183,1.0,B,4.0,0.0,0.0,22.53,186.0,80.0,30.1,4190.58,918.4,1136.9,27.1,8.0,0.0
109,BAK_DON_268,Donuts,Bakery,STORE_048,Southwest,SUPPLIER_11,2023-09-21,2023-09-25,5.0,4.0,20.5,0.5,12.46,6.73,48.0,0.5,3.0,0.0,9.0,10.0,0.43,0.0,66.7,5.0,7.0,0.226,0.0,B,4.0,0.0,0.0,12.46,42.0,6.0,12.5,523.32,40.38,200.28,38.3,6.0,0.0
110,SEA_TIL_331,Tilapia,Seafood,STORE_026,West,SUPPLIER_18,2024-11-23,2024-11-28,7.0,5.0,-0.1,0.1,21.53,13.72,17.0,0.95,5.0,1.0,11.0,3.0,0.29,1.0,4.3,6.0,8.0,0.176,0.0,B,3.0,0.0,0.0,21.53,9.0,8.0,47.1,193.77,109.76,-39.47,-20.4,8.0,0.0
111,BAK_CRO_226,Croissants,Bakery,STORE_038,Southwest,SUPPLIER_13,2024-04-10,2024-04-13,4.0,3.0,16.2,3.8,12.69,8.66,65.0,0.5,2.0,0.0,4.0,28.0,0.12,2.0,47.0,4.0,10.0,0.199,0.0,B,2.0,0.0,0.0,12.69,47.0,18.0,27.7,596.43,155.88,33.53,5.6,10.0,0.0
112,PRO_APP_125,Apples,Produce,STORE_040,Midwest,SUPPLIER_08,2024-09-26,2024-10-14,20.0,18.0,7.9,0.1,5.53,3.27,247.0,0.6,3.0,0.0,9.0,13.0,0.42,0.0,41.7,8.0,9.0,0.129,0.0,A,17.0,0.0,0.0,5.53,214.0,33.0,13.4,1183.42,107.91,375.73,31.7,9.0,0.0
113,BAK_BAG_518,Bagels,Bakery,STORE_003,Midwest,SUPPLIER_10,2023-04-30,2023-05-03,3.0,3.0,20.1,0.1,14.95,6.5,130.0,0.5,6.0,1.0,4.0,84.0,0.42,0.0,62.8,5.0,8.0,0.185,0.0,B,0.0,1.0,0.62,5.68,130.0,0.0,0.0,738.4,0.0,-106.6,-14.4,8.0,0.0
114,PHA_VAC_497,Vaccines,Pharmaceuticals,STORE_038,Southwest,SUPPLIER_05,2024-04-09,2025-02-05,409.0,302.0,9.9,4.9,444.43,265.09,436.0,0.85,1.0,0.0,4.0,5.0,0.3,1.0,66.0,4.0,10.0,0.272,1.0,B,299.0,0.0,0.0,444.43,305.0,131.0,30.0,135551.15,34726.79,19971.91,14.7,10.0,0.0
115,BEV_MIL_517,Milk Alternatives,Beverages,STORE_024,Southeast,SUPPLIER_07,2023-10-14,2023-10-20,8.0,6.0,4.6,0.4,5.55,3.8,447.0,0.4,5.0,1.0,10.0,86.0,0.38,0.0,68.1,6.0,6.0,0.235,1.0,B,5.0,0.0,0.0,5.55,312.0,135.0,30.2,1731.6,513.0,33.0,1.9,9.0,0.0
116,DEL_HAM_802,Ham,Deli,STORE_004,Southeast,SUPPLIER_13,2024-01-12,2024-01-21,11.0,9.0,4.6,0.6,7.86,5.43,495.0,0.75,4.0,0.0,1.0,63.0,0.22,0.0,19.5,4.0,9.0,0.173,0.0,B,7.0,0.0,0.0,7.86,329.0,166.0,33.5,2585.94,901.38,-101.91,-3.9,10.0,0.0
117,BEV_FRE_778,Fresh Juice,Beverages,STORE_002,Northeast,SUPPLIER_02,2023-08-06,2023-08-24,27.0,18.0,4.9,0.1,8.29,3.92,74.0,0.4,6.0,1.0,8.0,3.0,0.49,0.0,16.1,10.0,5.0,0.182,0.0,B,16.0,0.0,0.0,8.29,59.0,15.0,20.3,489.11,58.8,199.03,40.7,7.0,0.0
118,REA_SAL_170,Salads,Ready_to_Eat,STORE_015,Southeast,SUPPLIER_11,2024-07-21,2024-07-23,2.0,2.0,1.7,2.3,15.07,9.59,315.0,0.9,6.0,1.0,7.0,290.0,0.35,0.0,61.9,8.0,6.0,0.234,0.0,B,0.0,1.0,0.46,8.14,315.0,0.0,0.0,2564.1,0.0,-456.75,-17.8,6.0,1.0
119,DAI_YOG_979,Yogurt,Dairy,STORE_012,Northeast,SUPPLIER_04,2023-05-29,2023-06-05,9.0,7.0,6.3,2.3,8.61,3.51,17.0,0.7,0.0,0.0,5.0,4.0,0.14,1.0,37.6,8.0,8.0,0.192,0.0,A,6.0,0.0,0.0,8.61,17.0,0.0,0.0,146.37,0.0,86.7,59.2,9.0,0.0
120,DEL_TUR_702,Turkey Slices,Deli,STORE_017,West,SUPPLIER_02,2023-11-28,2023-12-01,3.0,3.0,5.5,1.5,5.77,3.04,68.0,0.75,1.0,0.0,11.0,44.0,0.44,1.0,19.1,5.0,9.0,0.156,1.0,B,2.0,0.0,0.0,5.77,47.0,21.0,30.9,271.19,63.84,64.47,23.8,7.0,0.0
121,MEA_LAM_559,Lamb,Meat,STORE_033,Southeast,SUPPLIER_08,2024-01-06,2024-01-09,4.0,3.0,2.6,1.6,23.91,9.88,411.0,0.9,5.0,1.0,1.0,260.0,0.28,1.0,63.7,8.0,10.0,0.177,0.0,A,3.0,0.0,0.0,23.91,411.0,0.0,0.0,9827.01,0.0,5766.33,58.7,9.0,0.0
122,PHA_ANT_569,Antibiotics,Pharmaceuticals,STORE_031,Midwest,SUPPLIER_13,2024-10-20,2024-12-19,61.0,60.0,3.2,1.8,221.74,95.88,374.0,0.85,6.0,1.0,10.0,7.0,0.36,2.0,50.6,5.0,9.0,0.188,0.0,B,58.0,0.0,0.0,221.74,374.0,0.0,0.0,82930.76,0.0,47071.64,56.8,10.0,0.0
123,BEV_FRE_182,Fresh Juice,Beverages,STORE_005,Southeast,SUPPLIER_05,2023-11-26,2023-12-20,26.0,24.0,7.8,2.8,4.2,2.48,290.0,0.4,6.0,1.0,11.0,17.0,0.4,3.0,58.6,8.0,6.0,0.218,0.0,B,24.0,0.0,0.0,4.2,290.0,0.0,0.0,1218.0,0.0,498.8,41.0,10.0,0.0
124,DEL_PRE_711,Prepared Salads,Deli,STORE_033,Southeast,SUPPLIER_20,2024-06-27,2024-07-03,7.0,6.0,1.2,2.8,10.02,6.39,68.0,0.75,3.0,0.0,6.0,10.0,0.1,1.0,34.6,5.0,6.0,0.262,1.0,C,3.0,1.0,0.18,8.22,36.0,32.0,47.1,295.92,204.48,-138.6,-46.8,9.0,0.0
125,PHA_BIO_986,Biologics,Pharmaceuticals,STORE_015,Southeast,SUPPLIER_14,2023-08-09,2024-07-29,470.0,355.0,6.2,1.2,179.38,96.16,222.0,0.85,2.0,0.0,8.0,2.0,0.27,0.0,4.5,10.0,6.0,0.185,1.0,A,352.0,0.0,0.0,179.38,155.0,67.0,30.2,27803.9,6442.72,6456.38,23.2,6.0,0.0
126,MEA_POR_537,Pork,Meat,STORE_010,West,SUPPLIER_16,2023-11-17,2023-11-23,7.0,6.0,5.4,4.4,6.34,4.12,57.0,0.9,4.0,0.0,11.0,8.0,0.14,0.0,53.6,7.0,7.0,0.276,0.0,B,5.0,0.0,0.0,6.34,40.0,17.0,29.8,253.6,70.04,18.76,7.4,10.0,0.0
127,FRO_PIZ_862,Pizza,Frozen_Meals,STORE_004,Southeast,SUPPLIER_19,2024-01-17,2024-04-17,126.0,91.0,-22.0,2.0,19.31,10.98,353.0,0.3,2.0,0.0,1.0,2.0,0.32,1.0,17.6,8.0,8.0,0.147,1.0,A,89.0,0.0,0.0,19.31,214.0,139.0,39.4,4132.34,1526.22,256.4,6.2,10.0,1.0
128,MEA_LAM_462,Lamb,Meat,STORE_019,Northeast,SUPPLIER_20,2024-11-12,2024-11-21,9.0,9.0,-0.1,1.1,11.25,4.85,269.0,0.9,1.0,0.0,11.0,34.0,0.42,1.0,48.9,4.0,10.0,0.164,0.0,B,9.0,0.0,0.0,11.25,269.0,0.0,0.0,3026.25,0.0,1721.6,56.9,9.0,0.0
129,PRO_TOM_772,Tomatoes,Produce,STORE_023,Southwest,SUPPLIER_18,2024-05-08,2024-05-18,10.0,10.0,8.2,0.2,3.57,2.24,303.0,0.6,2.0,0.0,5.0,75.0,0.29,0.0,7.3,9.0,7.0,0.127,1.0,A,8.0,0.0,0.0,3.57,212.0,91.0,30.0,756.84,203.84,78.12,10.3,8.0,0.0
130,PRO_GRA_539,Grapes,Produce,STORE_039,Northeast,SUPPLIER_09,2024-07-28,2024-08-17,20.0,20.0,7.0,1.0,1.2,0.58,400.0,0.6,6.0,1.0,7.0,46.0,0.4,1.0,49.0,5.0,5.0,0.246,0.0,C,18.0,1.0,0.18,0.98,400.0,0.0,0.0,392.0,0.0,160.0,40.8,8.0,0.0
131,BAK_CAK_459,Cakes,Bakery,STORE_037,Northeast,SUPPLIER_13,2023-01-07,2023-01-10,3.0,3.0,16.9,3.1,2.9,1.8,25.0,0.5,5.0,1.0,1.0,7.0,0.43,0.0,65.3,8.0,10.0,0.146,0.0,A,3.0,0.0,0.0,2.9,20.0,5.0,20.0,58.0,9.0,13.0,22.4,10.0,0.0
132,MEA_GRO_643,Ground Beef,Meat,STORE_030,Southwest,SUPPLIER_11,2023-08-09,2023-08-15,9.0,6.0,1.1,0.1,8.15,4.02,176.0,0.9,2.0,0.0,8.0,18.0,0.16,0.0,53.2,10.0,7.0,0.194,0.0,A,3.0,1.0,0.21,6.44,83.0,93.0,52.8,534.52,373.86,-173.0,-32.4,6.0,0.0
133,REA_SOU_186,Soups,Ready_to_Eat,STORE_049,Northeast,SUPPLIER_20,2023-02-23,2023-02-25,2.0,2.0,1.9,2.1,5.65,2.4,236.0,0.9,3.0,0.0,2.0,180.0,0.44,0.0,13.2,7.0,8.0,0.167,0.0,B,0.0,1.0,0.62,2.15,236.0,0.0,0.0,507.4,0.0,-59.0,-11.6,9.0,0.0
134,FRO_FRO_721,Frozen Dinners,Frozen_Meals,STORE_014,Northeast,SUPPLIER_17,2024-03-28,2024-11-21,272.0,238.0,-19.1,0.9,5.82,3.08,155.0,0.3,3.0,0.0,3.0,2.0,0.1,1.0,68.3,7.0,6.0,0.218,0.0,B,238.0,0.0,0.0,5.82,155.0,0.0,0.0,902.1,0.0,424.7,47.1,9.0,0.0
135,REA_WRA_639,Wraps,Ready_to_Eat,STORE_015,Southeast,SUPPLIER_13,2024-11-14,2024-11-17,3.0,3.0,2.2,1.8,17.8,7.41,114.0,0.9,3.0,0.0,11.0,45.0,0.37,4.0,29.3,9.0,9.0,0.133,1.0,A,2.0,0.0,0.0,17.8,79.0,35.0,30.7,1406.2,259.35,561.46,39.9,10.0,1.0
136,BAK_PAS_885,Pastries,Bakery,STORE_021,Southeast,SUPPLIER_04,2023-05-21,2023-05-24,4.0,3.0,23.1,3.1,2.1,1.31,99.0,0.5,6.0,1.0,5.0,39.0,0.27,3.0,68.7,5.0,7.0,0.257,0.0,B,1.0,1.0,0.31,1.45,74.0,25.0,25.3,107.3,32.75,-22.39,-20.9,9.0,1.0
137,SEA_COD_645,Cod,Seafood,STORE_005,Southeast,SUPPLIER_13,2024-12-21,2024-12-23,3.0,2.0,-1.6,1.6,39.89,16.46,19.0,0.95,5.0,1.0,12.0,13.0,0.22,1.0,34.6,9.0,5.0,0.262,0.0,B,1.0,1.0,0.2,31.91,17.0,2.0,10.5,542.47,32.92,229.73,42.3,10.0,1.0
138,BEV_FRE_982,Fresh Juice,Beverages,STORE_037,Northeast,SUPPLIER_13,2023-11-17,2023-12-06,25.0,19.0,4.4,0.6,7.68,4.03,68.0,0.4,4.0,0.0,11.0,4.0,0.29,1.0,41.2,6.0,10.0,0.138,0.0,A,19.0,0.0,0.0,7.68,67.0,1.0,1.5,514.56,4.03,240.52,46.7,10.0,0.0
139,FRO_PIZ_432,Pizza,Frozen_Meals,STORE_024,Southeast,SUPPLIER_03,2023-06-25,2024-01-18,295.0,207.0,-18.4,1.6,10.99,4.75,233.0,0.3,6.0,1.0,6.0,0.0,0.17,0.0,19.4,10.0,6.0,0.166,0.0,A,206.0,0.0,0.0,10.99,0.0,233.0,100.0,0.0,1106.75,-1106.75,0.0,9.0,0.0
140,REA_WRA_636,Wraps,Ready_to_Eat,STORE_048,Southwest,SUPPLIER_11,2023-03-22,2023-03-25,4.0,3.0,1.5,2.5,7.88,4.99,49.0,0.9,2.0,0.0,3.0,13.0,0.2,1.0,54.1,5.0,9.0,0.236,0.0,B,3.0,0.0,0.0,7.88,29.0,20.0,40.8,228.52,99.8,-15.99,-7.0,6.0,0.0
141,PHA_BIO_216,Biologics,Pharmaceuticals,STORE_050,West,SUPPLIER_12,2024-06-27,2025-11-12,552.0,503.0,5.5,0.5,185.28,127.37,340.0,0.85,3.0,0.0,6.0,1.0,0.24,1.0,38.7,4.0,9.0,0.177,0.0,B,503.0,0.0,0.0,185.28,340.0,0.0,0.0,62995.2,0.0,19689.4,31.3,6.0,0.0
142,SEA_SHR_205,Shrimp,Seafood,STORE_012,Northeast,SUPPLIER_20,2023-05-30,2023-06-03,4.0,4.0,2.6,2.6,13.66,8.58,48.0,0.95,1.0,0.0,5.0,14.0,0.41,1.0,39.5,9.0,8.0,0.177,0.0,A,4.0,0.0,0.0,13.66,48.0,0.0,0.0,655.68,0.0,243.84,37.2,9.0,0.0
